Tabela,Data,Kurs,Zmiana
36/A/NBP/2017,2017-02-21,4.0942,0.61
35/A/NBP/2017,2017-02-20,4.0692,0
34/A/NBP/2017,2017-02-17,4.0693,0.31
33/A/NBP/2017,2017-02-16,4.0567,-0.45
32/A/NBP/2017,2017-02-15,4.0752,0.56
31/A/NBP/2017,2017-02-14,4.0525,0.07
30/A/NBP/2017,2017-02-13,4.0496,0.15
29/A/NBP/2017,2017-02-10,4.0435,0.26
28/A/NBP/2017,2017-02-09,4.0332,-0.47
27/A/NBP/2017,2017-02-08,4.0521,0.6
26/A/NBP/2017,2017-02-07,4.028,0.97
25/A/NBP/2017,2017-02-06,3.9892,-0.3
24/A/NBP/2017,2017-02-03,4.0014,0.45
23/A/NBP/2017,2017-02-02,3.9835,-0.59
22/A/NBP/2017,2017-02-01,4.0071,-0.93
21/A/NBP/2017,2017-01-31,4.0446,-0.06
20/A/NBP/2017,2017-01-30,4.0472,-0.3
19/A/NBP/2017,2017-01-27,4.0595,0.01
18/A/NBP/2017,2017-01-26,4.059,0.01
17/A/NBP/2017,2017-01-25,4.0585,-0.3
16/A/NBP/2017,2017-01-24,4.0708,-0.13
15/A/NBP/2017,2017-01-23,4.076,-0.6
14/A/NBP/2017,2017-01-20,4.1005,-0.02
13/A/NBP/2017,2017-01-19,4.1014,0.35
12/A/NBP/2017,2017-01-18,4.087,-0.29
11/A/NBP/2017,2017-01-17,4.0989,-0.88
10/A/NBP/2017,2017-01-16,4.1354,0.66
9/A/NBP/2017,2017-01-13,4.1084,-0.05
8/A/NBP/2017,2017-01-12,4.1103,-0.87
7/A/NBP/2017,2017-01-11,4.1465,0.47
6/A/NBP/2017,2017-01-10,4.127,-0.77
5/A/NBP/2017,2017-01-09,4.1592,-0.18
4/A/NBP/2017,2017-01-05,4.1667,-0.88
3/A/NBP/2017,2017-01-04,4.2037,-0.55
2/A/NBP/2017,2017-01-03,4.2271,0.39
1/A/NBP/2017,2017-01-02,4.2106,0.75
252/A/NBP/2016,2016-12-30,4.1793,-0.87
251/A/NBP/2016,2016-12-29,4.2161,-0.23
250/A/NBP/2016,2016-12-28,4.226,0.33
249/A/NBP/2016,2016-12-27,4.212,-0.19
248/A/NBP/2016,2016-12-23,4.2199,-0.05
247/A/NBP/2016,2016-12-22,4.2222,-0.62
246/A/NBP/2016,2016-12-21,4.2484,-0.02
245/A/NBP/2016,2016-12-20,4.2493,0.56
244/A/NBP/2016,2016-12-19,4.2255,-0.1
243/A/NBP/2016,2016-12-16,4.2296,-0.08
242/A/NBP/2016,2016-12-15,4.2329,1.34
241/A/NBP/2016,2016-12-14,4.1768,-0.33
240/A/NBP/2016,2016-12-13,4.1905,-0.44
239/A/NBP/2016,2016-12-12,4.209,0.76
238/A/NBP/2016,2016-12-09,4.1772,1.62
237/A/NBP/2016,2016-12-08,4.1107,-0.39
236/A/NBP/2016,2016-12-07,4.1268,-1.33
235/A/NBP/2016,2016-12-06,4.1825,-0.92
234/A/NBP/2016,2016-12-05,4.2213,0.15
233/A/NBP/2016,2016-12-02,4.215,0.39
232/A/NBP/2016,2016-12-01,4.1987,0.64
231/A/NBP/2016,2016-11-30,4.1721,-0.25
230/A/NBP/2016,2016-11-29,4.1827,0.74
229/A/NBP/2016,2016-11-28,4.1521,-0.26
228/A/NBP/2016,2016-11-25,4.1628,-0.6
227/A/NBP/2016,2016-11-24,4.188,0.7
226/A/NBP/2016,2016-11-23,4.1588,0.2
225/A/NBP/2016,2016-11-22,4.1507,-0.58
224/A/NBP/2016,2016-11-21,4.1748,-0.52
223/A/NBP/2016,2016-11-18,4.1968,1.43
222/A/NBP/2016,2016-11-17,4.1375,-0.01
221/A/NBP/2016,2016-11-16,4.138,1.33
220/A/NBP/2016,2016-11-15,4.0837,0.08
219/A/NBP/2016,2016-11-14,4.0805,2.38
218/A/NBP/2016,2016-11-10,3.9856,1.4
217/A/NBP/2016,2016-11-09,3.9305,0.35
216/A/NBP/2016,2016-11-08,3.9169,0.09
215/A/NBP/2016,2016-11-07,3.9132,0.69
214/A/NBP/2016,2016-11-04,3.8862,-0.26
213/A/NBP/2016,2016-11-03,3.8965,0.03
212/A/NBP/2016,2016-11-02,3.8954,-1.35
211/A/NBP/2016,2016-10-31,3.9488,-0.52
210/A/NBP/2016,2016-10-28,3.9696,-0.16
209/A/NBP/2016,2016-10-27,3.976,0.61
208/A/NBP/2016,2016-10-26,3.9517,-0.07
207/A/NBP/2016,2016-10-25,3.9543,-0.37
206/A/NBP/2016,2016-10-24,3.969,-0.28
205/A/NBP/2016,2016-10-21,3.98,1.12
204/A/NBP/2016,2016-10-20,3.9359,0.19
203/A/NBP/2016,2016-10-19,3.9285,0.35
202/A/NBP/2016,2016-10-18,3.9148,-0.3
201/A/NBP/2016,2016-10-17,3.9265,0.77
200/A/NBP/2016,2016-10-14,3.8965,-0.51
199/A/NBP/2016,2016-10-13,3.9164,0.81
198/A/NBP/2016,2016-10-12,3.8851,0.95
197/A/NBP/2016,2016-10-11,3.8487,0.47
196/A/NBP/2016,2016-10-10,3.8307,-0.51
195/A/NBP/2016,2016-10-07,3.8505,0.26
194/A/NBP/2016,2016-10-06,3.8405,0.26
193/A/NBP/2016,2016-10-05,3.8307,-0.43
192/A/NBP/2016,2016-10-04,3.8472,0.58
191/A/NBP/2016,2016-10-03,3.8252,-0.79
190/A/NBP/2016,2016-09-30,3.8558,0.53
189/A/NBP/2016,2016-09-29,3.8354,0.24
188/A/NBP/2016,2016-09-28,3.8264,0.1
187/A/NBP/2016,2016-09-27,3.8227,-0.25
186/A/NBP/2016,2016-09-26,3.8324,-0.01
185/A/NBP/2016,2016-09-23,3.8328,0.52
184/A/NBP/2016,2016-09-22,3.8128,-1.23
183/A/NBP/2016,2016-09-21,3.8601,0.42
182/A/NBP/2016,2016-09-20,3.8438,-0.38
181/A/NBP/2016,2016-09-19,3.8586,0.23
180/A/NBP/2016,2016-09-16,3.8497,-0.23
179/A/NBP/2016,2016-09-15,3.8587,-0.33
178/A/NBP/2016,2016-09-14,3.8716,-0.05
177/A/NBP/2016,2016-09-13,3.8734,0.17
176/A/NBP/2016,2016-09-12,3.8668,0.74
175/A/NBP/2016,2016-09-09,3.8385,0.34
174/A/NBP/2016,2016-09-08,3.8255,-0.68
173/A/NBP/2016,2016-09-07,3.8515,-0.91
172/A/NBP/2016,2016-09-06,3.8869,-0.17
171/A/NBP/2016,2016-09-05,3.8937,-0.58
170/A/NBP/2016,2016-09-02,3.9164,0.12
169/A/NBP/2016,2016-09-01,3.9116,0.09
168/A/NBP/2016,2016-08-31,3.9082,0.58
167/A/NBP/2016,2016-08-30,3.8858,0.18
166/A/NBP/2016,2016-08-29,3.8789,1.2
165/A/NBP/2016,2016-08-26,3.8328,0.36
164/A/NBP/2016,2016-08-25,3.819,0.04
163/A/NBP/2016,2016-08-24,3.8174,0.3
162/A/NBP/2016,2016-08-23,3.8061,-0.08
161/A/NBP/2016,2016-08-22,3.809,0.49
160/A/NBP/2016,2016-08-19,3.7905,0.21
159/A/NBP/2016,2016-08-18,3.7826,-0.65
158/A/NBP/2016,2016-08-17,3.8075,0.38
157/A/NBP/2016,2016-08-16,3.7929,-0.76
156/A/NBP/2016,2016-08-12,3.8219,-0.2
155/A/NBP/2016,2016-08-11,3.8297,0.12
154/A/NBP/2016,2016-08-10,3.825,-0.6
153/A/NBP/2016,2016-08-09,3.8482,-0.58
152/A/NBP/2016,2016-08-08,3.8706,0.43
151/A/NBP/2016,2016-08-05,3.8542,-0.12
150/A/NBP/2016,2016-08-04,3.8588,0.19
149/A/NBP/2016,2016-08-03,3.8516,-0.78
148/A/NBP/2016,2016-08-02,3.882,-0.56
147/A/NBP/2016,2016-08-01,3.904,-0.82
146/A/NBP/2016,2016-07-29,3.9364,-0.06
145/A/NBP/2016,2016-07-28,3.9389,-0.88
144/A/NBP/2016,2016-07-27,3.9739,0.14
143/A/NBP/2016,2016-07-26,3.9682,-0.04
142/A/NBP/2016,2016-07-25,3.9697,0.49
141/A/NBP/2016,2016-07-22,3.9504,-0.46
140/A/NBP/2016,2016-07-21,3.9685,-0.26
139/A/NBP/2016,2016-07-20,3.979,0.53
138/A/NBP/2016,2016-07-19,3.9582,-0.68
137/A/NBP/2016,2016-07-18,3.9853,0.64
136/A/NBP/2016,2016-07-15,3.9598,-0.21
135/A/NBP/2016,2016-07-14,3.9681,-0.32
134/A/NBP/2016,2016-07-13,3.9809,0.01
133/A/NBP/2016,2016-07-12,3.9807,-0.63
132/A/NBP/2016,2016-07-11,4.006,0.15
131/A/NBP/2016,2016-07-08,4.0001,-0.09
130/A/NBP/2016,2016-07-07,4.0036,-0.47
129/A/NBP/2016,2016-07-06,4.0225,0.66
128/A/NBP/2016,2016-07-05,3.9963,0.19
127/A/NBP/2016,2016-07-04,3.9886,0.85
126/A/NBP/2016,2016-07-01,3.9548,-0.64
125/A/NBP/2016,2016-06-30,3.9803,-0.26
124/A/NBP/2016,2016-06-29,3.9905,-0.31
123/A/NBP/2016,2016-06-28,4.003,-0.58
122/A/NBP/2016,2016-06-27,4.0263,0.67
121/A/NBP/2016,2016-06-24,3.9994,3.63
120/A/NBP/2016,2016-06-23,3.8593,-0.9
119/A/NBP/2016,2016-06-22,3.8945,0.53
118/A/NBP/2016,2016-06-21,3.8741,0.04
117/A/NBP/2016,2016-06-20,3.8724,-1.75
116/A/NBP/2016,2016-06-17,3.9412,-0.14
115/A/NBP/2016,2016-06-16,3.9469,0.3
114/A/NBP/2016,2016-06-15,3.9351,-0.33
113/A/NBP/2016,2016-06-14,3.9483,1.39
112/A/NBP/2016,2016-06-13,3.8943,1.03
111/A/NBP/2016,2016-06-10,3.8545,1.1
110/A/NBP/2016,2016-06-09,3.8126,-0.06
109/A/NBP/2016,2016-06-08,3.815,-0.39
108/A/NBP/2016,2016-06-07,3.8298,-0.79
107/A/NBP/2016,2016-06-06,3.8602,-1.99
106/A/NBP/2016,2016-06-03,3.9384,0.46
105/A/NBP/2016,2016-06-02,3.9204,-0.37
104/A/NBP/2016,2016-06-01,3.935,-0.05
103/A/NBP/2016,2016-05-31,3.9369,-0.26
102/A/NBP/2016,2016-05-30,3.947,0.2
101/A/NBP/2016,2016-05-27,3.9393,-0.73
100/A/NBP/2016,2016-05-25,3.9684,-0.26
99/A/NBP/2016,2016-05-24,3.9789,0.7
98/A/NBP/2016,2016-05-23,3.9513,0.39
97/A/NBP/2016,2016-05-20,3.9358,0.5
96/A/NBP/2016,2016-05-19,3.9161,0.4
95/A/NBP/2016,2016-05-18,3.9005,1.29
94/A/NBP/2016,2016-05-17,3.8508,-0.3
93/A/NBP/2016,2016-05-16,3.8625,-0.39
92/A/NBP/2016,2016-05-13,3.8775,-0.09
91/A/NBP/2016,2016-05-12,3.8811,-0.11
90/A/NBP/2016,2016-05-11,3.8855,0.01
89/A/NBP/2016,2016-05-10,3.8853,0.32
88/A/NBP/2016,2016-05-09,3.873,-0.01
87/A/NBP/2016,2016-05-06,3.8732,0.67
86/A/NBP/2016,2016-05-05,3.8475,0.46
85/A/NBP/2016,2016-05-04,3.83,0.27
84/A/NBP/2016,2016-05-02,3.8195,-1.4
83/A/NBP/2016,2016-04-29,3.8738,0.11
82/A/NBP/2016,2016-04-28,3.8695,-0.25
81/A/NBP/2016,2016-04-27,3.8793,-0.36
80/A/NBP/2016,2016-04-26,3.8935,-0.07
79/A/NBP/2016,2016-04-25,3.8962,1.47
78/A/NBP/2016,2016-04-22,3.8399,1.1
77/A/NBP/2016,2016-04-21,3.7981,0.37
76/A/NBP/2016,2016-04-20,3.7842,-0.22
75/A/NBP/2016,2016-04-19,3.7925,-0.22
74/A/NBP/2016,2016-04-18,3.801,-0.43
73/A/NBP/2016,2016-04-15,3.8176,0.01
72/A/NBP/2016,2016-04-14,3.8174,1.07
71/A/NBP/2016,2016-04-13,3.7771,0.75
70/A/NBP/2016,2016-04-12,3.749,-0.26
69/A/NBP/2016,2016-04-11,3.7587,-0.3
68/A/NBP/2016,2016-04-08,3.7701,0.77
67/A/NBP/2016,2016-04-07,3.7414,-0.26
66/A/NBP/2016,2016-04-06,3.751,0.46
65/A/NBP/2016,2016-04-05,3.7337,0.22
64/A/NBP/2016,2016-04-04,3.7254,0.16
63/A/NBP/2016,2016-04-01,3.7193,-1.06
62/A/NBP/2016,2016-03-31,3.759,0.25
61/A/NBP/2016,2016-03-30,3.7495,-1.42
60/A/NBP/2016,2016-03-29,3.8037,-0.36
59/A/NBP/2016,2016-03-25,3.8174,-0.17
58/A/NBP/2016,2016-03-24,3.824,0.61
57/A/NBP/2016,2016-03-23,3.801,0.01
56/A/NBP/2016,2016-03-22,3.8005,0.44
55/A/NBP/2016,2016-03-21,3.7838,-0.12
54/A/NBP/2016,2016-03-18,3.7882,-0.41
53/A/NBP/2016,2016-03-17,3.8037,-1.84
52/A/NBP/2016,2016-03-16,3.8749,0.26
51/A/NBP/2016,2016-03-15,3.8649,0.47
50/A/NBP/2016,2016-03-14,3.847,-1.11
49/A/NBP/2016,2016-03-11,3.8903,-1.06
48/A/NBP/2016,2016-03-10,3.932,-0.19
47/A/NBP/2016,2016-03-09,3.9395,0.16
46/A/NBP/2016,2016-03-08,3.9333,-0.46
45/A/NBP/2016,2016-03-07,3.9515,-0.08
44/A/NBP/2016,2016-03-04,3.9545,-0.65
43/A/NBP/2016,2016-03-03,3.9805,-0.14
42/A/NBP/2016,2016-03-02,3.9861,-0.16
41/A/NBP/2016,2016-03-01,3.9924,-0.03
40/A/NBP/2016,2016-02-29,3.9935,0.99
39/A/NBP/2016,2016-02-26,3.9545,-0.4
38/A/NBP/2016,2016-02-25,3.9705,-0.25
37/A/NBP/2016,2016-02-24,3.9803,0.33
36/A/NBP/2016,2016-02-23,3.9671,0.71
35/A/NBP/2016,2016-02-22,3.9391,-0.35
34/A/NBP/2016,2016-02-19,3.9531,0.29
33/A/NBP/2016,2016-02-18,3.9416,-0.04
32/A/NBP/2016,2016-02-17,3.9431,0.07
31/A/NBP/2016,2016-02-16,3.9404,0.47
30/A/NBP/2016,2016-02-15,3.922,0.37
29/A/NBP/2016,2016-02-12,3.9074,-0.37
28/A/NBP/2016,2016-02-11,3.9219,-0.42
27/A/NBP/2016,2016-02-10,3.9383,-0.98
26/A/NBP/2016,2016-02-09,3.9771,0.62
25/A/NBP/2016,2016-02-08,3.9525,0.27
24/A/NBP/2016,2016-02-05,3.942,-0.18
23/A/NBP/2016,2016-02-04,3.9492,-2.07
22/A/NBP/2016,2016-02-03,4.0325,-0.02
21/A/NBP/2016,2016-02-02,4.0333,-0.75
20/A/NBP/2016,2016-02-01,4.0638,-0.21
19/A/NBP/2016,2016-01-29,4.0723,-0.36
18/A/NBP/2016,2016-01-28,4.0872,-0.66
17/A/NBP/2016,2016-01-27,4.1144,-0.8
16/A/NBP/2016,2016-01-26,4.1475,0.31
15/A/NBP/2016,2016-01-25,4.1346,0.77
14/A/NBP/2016,2016-01-22,4.1031,-0.66
13/A/NBP/2016,2016-01-21,4.1303,1.04
12/A/NBP/2016,2016-01-20,4.0877,-0.1
11/A/NBP/2016,2016-01-19,4.0917,-0.53
10/A/NBP/2016,2016-01-18,4.1133,1.79
9/A/NBP/2016,2016-01-15,4.0411,1.05
8/A/NBP/2016,2016-01-14,3.999,-0.19
7/A/NBP/2016,2016-01-13,4.0068,-0.25
6/A/NBP/2016,2016-01-12,4.017,0.21
5/A/NBP/2016,2016-01-11,4.0085,0.31
4/A/NBP/2016,2016-01-08,3.9963,-0.3
3/A/NBP/2016,2016-01-07,4.0085,0.03
2/A/NBP/2016,2016-01-05,4.0073,2.02
1/A/NBP/2016,2016-01-04,3.9281,0.69
254/A/NBP/2015,2015-12-31,3.9011,0.54
253/A/NBP/2015,2015-12-30,3.8801,0.37
252/A/NBP/2015,2015-12-29,3.8659,-0.01
251/A/NBP/2015,2015-12-28,3.8663,-0.08
250/A/NBP/2015,2015-12-24,3.8695,-0.46
249/A/NBP/2015,2015-12-23,3.8872,0.22
248/A/NBP/2015,2015-12-22,3.8787,-1.05
247/A/NBP/2015,2015-12-21,3.92,-0.91
246/A/NBP/2015,2015-12-18,3.9558,-0.22
245/A/NBP/2015,2015-12-17,3.9646,0.01
244/A/NBP/2015,2015-12-16,3.9644,0.31
243/A/NBP/2015,2015-12-15,3.9523,-0.43
242/A/NBP/2015,2015-12-14,3.9695,-0.06
241/A/NBP/2015,2015-12-11,3.9718,0.3
240/A/NBP/2015,2015-12-10,3.9601,-0.26
239/A/NBP/2015,2015-12-09,3.9705,-0.43
238/A/NBP/2015,2015-12-08,3.9877,0.06
237/A/NBP/2015,2015-12-07,3.9853,0.62
236/A/NBP/2015,2015-12-04,3.9607,-1.96
235/A/NBP/2015,2015-12-03,4.04,0.24
234/A/NBP/2015,2015-12-02,4.0305,0.14
233/A/NBP/2015,2015-12-01,4.0248,-0.14
232/A/NBP/2015,2015-11-30,4.0304,-0.07
231/A/NBP/2015,2015-11-27,4.0333,0.09
230/A/NBP/2015,2015-11-26,4.0298,0.21
229/A/NBP/2015,2015-11-25,4.0215,0.48
228/A/NBP/2015,2015-11-24,4.0021,0.35
227/A/NBP/2015,2015-11-23,3.988,0.44
226/A/NBP/2015,2015-11-20,3.9706,-0.12
225/A/NBP/2015,2015-11-19,3.9754,-0.12
224/A/NBP/2015,2015-11-18,3.9802,0.07
223/A/NBP/2015,2015-11-17,3.9775,0.49
222/A/NBP/2015,2015-11-16,3.9581,0.49
221/A/NBP/2015,2015-11-13,3.9388,-0.12
220/A/NBP/2015,2015-11-12,3.9434,-0.34
219/A/NBP/2015,2015-11-10,3.957,-0.09
218/A/NBP/2015,2015-11-09,3.9605,1.36
217/A/NBP/2015,2015-11-06,3.9075,0.39
216/A/NBP/2015,2015-11-05,3.8925,0.13
215/A/NBP/2015,2015-11-04,3.8876,0.51
214/A/NBP/2015,2015-11-03,3.8678,0.23
213/A/NBP/2015,2015-11-02,3.859,-0.41
212/A/NBP/2015,2015-10-30,3.8748,-0.58
211/A/NBP/2015,2015-10-29,3.8974,0.38
210/A/NBP/2015,2015-10-28,3.8826,0.41
209/A/NBP/2015,2015-10-27,3.8669,0.06
208/A/NBP/2015,2015-10-26,3.8645,1.16
207/A/NBP/2015,2015-10-23,3.82,1.04
206/A/NBP/2015,2015-10-22,3.7806,0.48
205/A/NBP/2015,2015-10-21,3.7627,0.65
204/A/NBP/2015,2015-10-20,3.7385,0.32
203/A/NBP/2015,2015-10-19,3.7265,0.06
202/A/NBP/2015,2015-10-16,3.7243,0.8
201/A/NBP/2015,2015-10-15,3.6948,-0.49
200/A/NBP/2015,2015-10-14,3.7129,-0.19
199/A/NBP/2015,2015-10-13,3.7199,0.14
198/A/NBP/2015,2015-10-12,3.7148,-0.25
197/A/NBP/2015,2015-10-09,3.7242,-0.8
196/A/NBP/2015,2015-10-08,3.7543,-0.16
195/A/NBP/2015,2015-10-07,3.7604,-0.75
194/A/NBP/2015,2015-10-06,3.789,0.42
193/A/NBP/2015,2015-10-05,3.773,-0.78
192/A/NBP/2015,2015-10-02,3.8028,0.06
191/A/NBP/2015,2015-10-01,3.8005,0.66
190/A/NBP/2015,2015-09-30,3.7754,-0.12
189/A/NBP/2015,2015-09-29,3.7799,-0.16
188/A/NBP/2015,2015-09-28,3.7861,0.11
187/A/NBP/2015,2015-09-25,3.7818,0.35
186/A/NBP/2015,2015-09-24,3.7687,-0.3
185/A/NBP/2015,2015-09-23,3.7801,0.97
184/A/NBP/2015,2015-09-22,3.7438,0.97
183/A/NBP/2015,2015-09-21,3.708,0.93
182/A/NBP/2015,2015-09-18,3.6738,-1.05
181/A/NBP/2015,2015-09-17,3.7129,-0.5
180/A/NBP/2015,2015-09-16,3.7315,0.21
179/A/NBP/2015,2015-09-15,3.7238,0.31
178/A/NBP/2015,2015-09-14,3.7124,-0.38
177/A/NBP/2015,2015-09-11,3.7264,-1.02
176/A/NBP/2015,2015-09-10,3.7648,0.04
175/A/NBP/2015,2015-09-09,3.7634,-0.64
174/A/NBP/2015,2015-09-08,3.7878,-0.13
173/A/NBP/2015,2015-09-07,3.7928,-0.06
172/A/NBP/2015,2015-09-04,3.7952,0.82
171/A/NBP/2015,2015-09-03,3.7645,0.05
170/A/NBP/2015,2015-09-02,3.7626,0.33
169/A/NBP/2015,2015-09-01,3.7503,-0.73
168/A/NBP/2015,2015-08-31,3.778,0.77
167/A/NBP/2015,2015-08-28,3.7493,0.11
166/A/NBP/2015,2015-08-27,3.745,1.39
165/A/NBP/2015,2015-08-26,3.6937,0.88
164/A/NBP/2015,2015-08-25,3.6613,-0.97
163/A/NBP/2015,2015-08-24,3.6971,-0.9
162/A/NBP/2015,2015-08-21,3.7308,-0.93
161/A/NBP/2015,2015-08-20,3.7659,-0.16
160/A/NBP/2015,2015-08-19,3.7718,0.37
159/A/NBP/2015,2015-08-18,3.7578,-0.09
158/A/NBP/2015,2015-08-17,3.7613,0.15
157/A/NBP/2015,2015-08-14,3.7557,-0.18
156/A/NBP/2015,2015-08-13,3.7625,-0.48
155/A/NBP/2015,2015-08-12,3.7805,-0.74
154/A/NBP/2015,2015-08-11,3.8087,-0.42
153/A/NBP/2015,2015-08-10,3.8246,-0.21
152/A/NBP/2015,2015-08-07,3.8326,-0.15
151/A/NBP/2015,2015-08-06,3.8385,0.07
150/A/NBP/2015,2015-08-05,3.8359,1.5
149/A/NBP/2015,2015-08-04,3.7792,0.23
148/A/NBP/2015,2015-08-03,3.7705,-0.59
147/A/NBP/2015,2015-07-31,3.7929,0.46
146/A/NBP/2015,2015-07-30,3.7754,0.76
145/A/NBP/2015,2015-07-29,3.7471,0.45
144/A/NBP/2015,2015-07-28,3.7303,-0.41
143/A/NBP/2015,2015-07-27,3.7455,-0.53
142/A/NBP/2015,2015-07-24,3.7654,0.25
141/A/NBP/2015,2015-07-23,3.7559,-0.19
140/A/NBP/2015,2015-07-22,3.7629,-0.65
139/A/NBP/2015,2015-07-21,3.7875,0.02
138/A/NBP/2015,2015-07-20,3.7868,0.51
137/A/NBP/2015,2015-07-17,3.7676,-0.05
136/A/NBP/2015,2015-07-16,3.7694,0.6
135/A/NBP/2015,2015-07-15,3.747,-0.46
134/A/NBP/2015,2015-07-14,3.7645,0.27
133/A/NBP/2015,2015-07-13,3.7543,-0.44
132/A/NBP/2015,2015-07-10,3.7709,-1.52
131/A/NBP/2015,2015-07-09,3.829,0.17
130/A/NBP/2015,2015-07-08,3.8225,-0.23
129/A/NBP/2015,2015-07-07,3.8313,0.93
128/A/NBP/2015,2015-07-06,3.796,0.62
127/A/NBP/2015,2015-07-03,3.7726,-0.35
126/A/NBP/2015,2015-07-02,3.7859,0.62
125/A/NBP/2015,2015-07-01,3.7625,-0.05
124/A/NBP/2015,2015-06-30,3.7645,-0.07
123/A/NBP/2015,2015-06-29,3.7671,1.06
122/A/NBP/2015,2015-06-26,3.7275,-0.08
121/A/NBP/2015,2015-06-25,3.7305,0.54
120/A/NBP/2015,2015-06-24,3.7103,0.17
119/A/NBP/2015,2015-06-23,3.704,0.65
118/A/NBP/2015,2015-06-22,3.6799,-0.22
117/A/NBP/2015,2015-06-19,3.6879,0.88
116/A/NBP/2015,2015-06-18,3.6556,-0.86
115/A/NBP/2015,2015-06-17,3.6873,-0.16
114/A/NBP/2015,2015-06-16,3.6933,0.08
113/A/NBP/2015,2015-06-15,3.6905,-0.51
112/A/NBP/2015,2015-06-12,3.7094,0.75
111/A/NBP/2015,2015-06-11,3.6817,0.16
110/A/NBP/2015,2015-06-10,3.676,-0.58
109/A/NBP/2015,2015-06-09,3.6975,-1.09
108/A/NBP/2015,2015-06-08,3.7381,1.17
107/A/NBP/2015,2015-06-05,3.6949,-0.43
106/A/NBP/2015,2015-06-03,3.7108,-1.51
105/A/NBP/2015,2015-06-02,3.7676,-0.46
104/A/NBP/2015,2015-06-01,3.785,0.48
103/A/NBP/2015,2015-05-29,3.7671,-0.49
102/A/NBP/2015,2015-05-28,3.7858,-0.13
101/A/NBP/2015,2015-05-27,3.7906,0.02
100/A/NBP/2015,2015-05-26,3.7898,1.06
99/A/NBP/2015,2015-05-25,3.75,2.21
98/A/NBP/2015,2015-05-22,3.669,0.23
97/A/NBP/2015,2015-05-21,3.6605,0.18
96/A/NBP/2015,2015-05-20,3.6538,1.07
95/A/NBP/2015,2015-05-19,3.6152,1.69
94/A/NBP/2015,2015-05-18,3.555,-0.47
93/A/NBP/2015,2015-05-15,3.5719,-0.56
92/A/NBP/2015,2015-05-14,3.5921,-1.04
91/A/NBP/2015,2015-05-13,3.63,-0.4
90/A/NBP/2015,2015-05-12,3.6447,-0.12
89/A/NBP/2015,2015-05-11,3.6489,1.09
88/A/NBP/2015,2015-05-08,3.6095,0.74
87/A/NBP/2015,2015-05-07,3.583,-0.79
86/A/NBP/2015,2015-05-06,3.6116,-0.25
85/A/NBP/2015,2015-05-05,3.6205,-0.32
84/A/NBP/2015,2015-05-04,3.632,0.93
83/A/NBP/2015,2015-04-30,3.5987,-1.12
82/A/NBP/2015,2015-04-29,3.6396,-0.97
81/A/NBP/2015,2015-04-28,3.6751,-0.98
80/A/NBP/2015,2015-04-27,3.7115,0.6
79/A/NBP/2015,2015-04-24,3.6895,-1.27
78/A/NBP/2015,2015-04-23,3.7371,0.66
77/A/NBP/2015,2015-04-22,3.7125,-0.4
76/A/NBP/2015,2015-04-21,3.7275,-0.07
75/A/NBP/2015,2015-04-20,3.7302,0.07
74/A/NBP/2015,2015-04-17,3.7277,-1.24
73/A/NBP/2015,2015-04-16,3.7746,-0.34
72/A/NBP/2015,2015-04-15,3.7875,-0.33
71/A/NBP/2015,2015-04-14,3.8001,-0.23
70/A/NBP/2015,2015-04-13,3.8088,0.51
69/A/NBP/2015,2015-04-10,3.7894,1.28
68/A/NBP/2015,2015-04-09,3.7414,0.75
67/A/NBP/2015,2015-04-08,3.7135,-0.8
66/A/NBP/2015,2015-04-07,3.7435,-0.04
65/A/NBP/2015,2015-04-03,3.7449,-0.2
64/A/NBP/2015,2015-04-02,3.7524,-0.97
63/A/NBP/2015,2015-04-01,3.789,-0.62
62/A/NBP/2015,2015-03-31,3.8125,1.17
61/A/NBP/2015,2015-03-30,3.7685,-0.54
60/A/NBP/2015,2015-03-27,3.789,2.27
59/A/NBP/2015,2015-03-26,3.705,-0.82
58/A/NBP/2015,2015-03-25,3.7355,-0.26
57/A/NBP/2015,2015-03-24,3.7453,-1.9
56/A/NBP/2015,2015-03-23,3.818,-1.2
55/A/NBP/2015,2015-03-20,3.8645,0.13
54/A/NBP/2015,2015-03-19,3.8596,-1.22
53/A/NBP/2015,2015-03-18,3.9073,0.1
52/A/NBP/2015,2015-03-17,3.9034,-0.58
51/A/NBP/2015,2015-03-16,3.926,0.3
50/A/NBP/2015,2015-03-13,3.9141,0.55
49/A/NBP/2015,2015-03-12,3.8928,-0.42
48/A/NBP/2015,2015-03-11,3.9091,1.95
47/A/NBP/2015,2015-03-10,3.8345,1.2
46/A/NBP/2015,2015-03-09,3.789,0.64
45/A/NBP/2015,2015-03-06,3.7649,0.33
44/A/NBP/2015,2015-03-05,3.7525,0.11
43/A/NBP/2015,2015-03-04,3.7485,0.79
42/A/NBP/2015,2015-03-03,3.719,0.37
41/A/NBP/2015,2015-03-02,3.7053,0.2
40/A/NBP/2015,2015-02-27,3.698,1.26
39/A/NBP/2015,2015-02-26,3.6519,-0.35
38/A/NBP/2015,2015-02-25,3.6649,-0.81
37/A/NBP/2015,2015-02-24,3.6948,0.04
36/A/NBP/2015,2015-02-23,3.6933,0.1
35/A/NBP/2015,2015-02-20,3.6895,0.72
34/A/NBP/2015,2015-02-19,3.6631,-0.42
33/A/NBP/2015,2015-02-18,3.6784,-0.01
