Tabela,Data,Kurs,Zmiana
27/A/NBP/2007,2007-02-07,2.9741,-0.57
26/A/NBP/2007,2007-02-06,2.991,-0.35
25/A/NBP/2007,2007-02-05,3.0016,0.03
24/A/NBP/2007,2007-02-02,3.0006,0.11
23/A/NBP/2007,2007-02-01,2.9973,-1.4
22/A/NBP/2007,2007-01-31,3.04,0.02
21/A/NBP/2007,2007-01-30,3.0395,0.06
20/A/NBP/2007,2007-01-29,3.0376,0.14
19/A/NBP/2007,2007-01-26,3.0334,1.41
18/A/NBP/2007,2007-01-25,2.9912,0.22
17/A/NBP/2007,2007-01-24,2.9845,0.33
16/A/NBP/2007,2007-01-23,2.9747,0.39
15/A/NBP/2007,2007-01-22,2.963,-0.16
14/A/NBP/2007,2007-01-19,2.9677,-0.93
13/A/NBP/2007,2007-01-18,2.9955,-0.52
12/A/NBP/2007,2007-01-17,3.0113,0.73
11/A/NBP/2007,2007-01-16,2.9895,-0.08
10/A/NBP/2007,2007-01-15,2.9918,-0.42
9/A/NBP/2007,2007-01-12,3.0045,0.52
8/A/NBP/2007,2007-01-11,2.9889,-0.18
7/A/NBP/2007,2007-01-10,2.9943,1
6/A/NBP/2007,2007-01-09,2.9647,-0.47
5/A/NBP/2007,2007-01-08,2.9788,0.18
4/A/NBP/2007,2007-01-05,2.9733,1.39
3/A/NBP/2007,2007-01-04,2.9325,1.58
2/A/NBP/2007,2007-01-03,2.887,0.14
1/A/NBP/2007,2007-01-02,2.883,-0.94
252/A/NBP/2006,2006-12-29,2.9105,-0.3
251/A/NBP/2006,2006-12-28,2.9194,0.04
250/A/NBP/2006,2006-12-27,2.9183,0.95
249/A/NBP/2006,2006-12-22,2.8908,0.39
248/A/NBP/2006,2006-12-21,2.8796,-0.18
247/A/NBP/2006,2006-12-20,2.8849,-0.16
246/A/NBP/2006,2006-12-19,2.8896,-0.19
245/A/NBP/2006,2006-12-18,2.8951,0.09
244/A/NBP/2006,2006-12-15,2.8925,0.65
243/A/NBP/2006,2006-12-14,2.8738,0.35
242/A/NBP/2006,2006-12-13,2.8639,-0.43
241/A/NBP/2006,2006-12-12,2.8763,-0.57
240/A/NBP/2006,2006-12-11,2.8927,0.2
239/A/NBP/2006,2006-12-08,2.887,0.7
238/A/NBP/2006,2006-12-07,2.8669,-0.03
237/A/NBP/2006,2006-12-06,2.8678,0.17
236/A/NBP/2006,2006-12-05,2.8628,-0.15
235/A/NBP/2006,2006-12-04,2.8672,-0.1
234/A/NBP/2006,2006-12-01,2.87,-0.73
233/A/NBP/2006,2006-11-30,2.8911,-0.43
232/A/NBP/2006,2006-11-29,2.9035,-0.48
231/A/NBP/2006,2006-11-28,2.9176,0
230/A/NBP/2006,2006-11-27,2.9176,-0.51
229/A/NBP/2006,2006-11-24,2.9325,-0.42
228/A/NBP/2006,2006-11-23,2.945,-0.35
227/A/NBP/2006,2006-11-22,2.9554,-0.18
226/A/NBP/2006,2006-11-21,2.9608,-0.1
225/A/NBP/2006,2006-11-20,2.9639,-0.41
224/A/NBP/2006,2006-11-17,2.9761,0.27
223/A/NBP/2006,2006-11-16,2.9682,-0.11
222/A/NBP/2006,2006-11-15,2.9715,-0.19
221/A/NBP/2006,2006-11-14,2.9772,-0.13
220/A/NBP/2006,2006-11-13,2.9811,-0.1
219/A/NBP/2006,2006-11-10,2.984,-0.61
218/A/NBP/2006,2006-11-09,3.0023,0.31
217/A/NBP/2006,2006-11-08,2.993,-0.23
216/A/NBP/2006,2006-11-07,3,-0.45
215/A/NBP/2006,2006-11-06,3.0135,-0.42
214/A/NBP/2006,2006-11-03,3.0261,0.04
213/A/NBP/2006,2006-11-02,3.0248,-1.25
212/A/NBP/2006,2006-10-31,3.0631,0.12
211/A/NBP/2006,2006-10-30,3.0593,-0.01
210/A/NBP/2006,2006-10-27,3.0595,-0.24
209/A/NBP/2006,2006-10-26,3.0669,-0.85
208/A/NBP/2006,2006-10-25,3.0933,0.22
207/A/NBP/2006,2006-10-24,3.0865,0.49
206/A/NBP/2006,2006-10-23,3.0713,0.46
205/A/NBP/2006,2006-10-20,3.0573,-1.21
204/A/NBP/2006,2006-10-19,3.0947,-0.57
203/A/NBP/2006,2006-10-18,3.1125,0.37
202/A/NBP/2006,2006-10-17,3.1011,0.06
201/A/NBP/2006,2006-10-16,3.0992,-0.03
200/A/NBP/2006,2006-10-13,3.1002,-0.63
199/A/NBP/2006,2006-10-12,3.12,0.33
198/A/NBP/2006,2006-10-11,3.1096,-0.02
197/A/NBP/2006,2006-10-10,3.1103,-0.02
196/A/NBP/2006,2006-10-09,3.1109,0.24
195/A/NBP/2006,2006-10-06,3.1034,0.22
194/A/NBP/2006,2006-10-05,3.0967,-0.38
193/A/NBP/2006,2006-10-04,3.1086,0.06
192/A/NBP/2006,2006-10-03,3.1068,-0.9
191/A/NBP/2006,2006-10-02,3.135,-0.24
190/A/NBP/2006,2006-09-29,3.1425,0.35
189/A/NBP/2006,2006-09-28,3.1315,0
188/A/NBP/2006,2006-09-27,3.1314,0.46
187/A/NBP/2006,2006-09-26,3.1172,0.34
186/A/NBP/2006,2006-09-25,3.1065,0.02
185/A/NBP/2006,2006-09-22,3.106,0.08
184/A/NBP/2006,2006-09-21,3.1035,-0.31
183/A/NBP/2006,2006-09-20,3.1132,-0.38
182/A/NBP/2006,2006-09-19,3.125,0.41
181/A/NBP/2006,2006-09-18,3.1123,-0.2
180/A/NBP/2006,2006-09-15,3.1185,-0.19
179/A/NBP/2006,2006-09-14,3.1244,-0.1
178/A/NBP/2006,2006-09-13,3.1276,-0.15
177/A/NBP/2006,2006-09-12,3.1322,-0.05
176/A/NBP/2006,2006-09-11,3.1338,0.05
175/A/NBP/2006,2006-09-08,3.1323,0.41
174/A/NBP/2006,2006-09-07,3.1194,0.88
173/A/NBP/2006,2006-09-06,3.0921,0.01
172/A/NBP/2006,2006-09-05,3.0918,0.09
171/A/NBP/2006,2006-09-04,3.089,0.15
170/A/NBP/2006,2006-09-01,3.0845,0.63
169/A/NBP/2006,2006-08-31,3.0651,-0.43
168/A/NBP/2006,2006-08-30,3.0784,-0.12
167/A/NBP/2006,2006-08-29,3.0821,0.42
166/A/NBP/2006,2006-08-28,3.0691,-0.32
165/A/NBP/2006,2006-08-25,3.0789,0.76
164/A/NBP/2006,2006-08-24,3.0556,0.46
163/A/NBP/2006,2006-08-23,3.0416,0.19
162/A/NBP/2006,2006-08-22,3.0358,-0.05
161/A/NBP/2006,2006-08-21,3.0373,0.29
160/A/NBP/2006,2006-08-18,3.0284,0.85
159/A/NBP/2006,2006-08-17,3.003,-1
158/A/NBP/2006,2006-08-16,3.0333,-0.08
157/A/NBP/2006,2006-08-14,3.0358,0.36
156/A/NBP/2006,2006-08-11,3.025,0.72
155/A/NBP/2006,2006-08-10,3.0035,-0.06
154/A/NBP/2006,2006-08-09,3.0053,-0.33
153/A/NBP/2006,2006-08-08,3.0151,0.22
152/A/NBP/2006,2006-08-07,3.0086,-1.58
151/A/NBP/2006,2006-08-04,3.057,-0.42
150/A/NBP/2006,2006-08-03,3.0698,-0.16
149/A/NBP/2006,2006-08-02,3.0748,-0.43
148/A/NBP/2006,2006-08-01,3.0881,0.16
147/A/NBP/2006,2006-07-31,3.0831,-0.37
146/A/NBP/2006,2006-07-28,3.0945,0.72
145/A/NBP/2006,2006-07-27,3.0725,-1.46
144/A/NBP/2006,2006-07-26,3.1181,0.46
143/A/NBP/2006,2006-07-25,3.1038,-1.07
142/A/NBP/2006,2006-07-24,3.1375,0.58
141/A/NBP/2006,2006-07-21,3.1193,-0.62
140/A/NBP/2006,2006-07-20,3.1387,-2.47
139/A/NBP/2006,2006-07-19,3.2181,-0.01
138/A/NBP/2006,2006-07-18,3.2185,0.09
137/A/NBP/2006,2006-07-17,3.2155,0.92
136/A/NBP/2006,2006-07-14,3.1861,-0.08
135/A/NBP/2006,2006-07-13,3.1885,0.95
134/A/NBP/2006,2006-07-12,3.1585,-0.08
133/A/NBP/2006,2006-07-11,3.1611,-0.03
132/A/NBP/2006,2006-07-10,3.1619,0.31
131/A/NBP/2006,2006-07-07,3.152,-0.92
130/A/NBP/2006,2006-07-06,3.1813,0.9
129/A/NBP/2006,2006-07-05,3.153,0.85
128/A/NBP/2006,2006-07-04,3.1264,-1.4
127/A/NBP/2006,2006-07-03,3.1708,-0.34
126/A/NBP/2006,2006-06-30,3.1816,-2.38
125/A/NBP/2006,2006-06-29,3.2592,0.37
124/A/NBP/2006,2006-06-28,3.2471,0.5
123/A/NBP/2006,2006-06-27,3.2308,-1.15
122/A/NBP/2006,2006-06-26,3.2683,-0.1
121/A/NBP/2006,2006-06-23,3.2715,1.64
120/A/NBP/2006,2006-06-22,3.2186,-0.38
119/A/NBP/2006,2006-06-21,3.231,0.07
118/A/NBP/2006,2006-06-20,3.2288,0.57
117/A/NBP/2006,2006-06-19,3.2104,0.77
116/A/NBP/2006,2006-06-16,3.186,-0.24
115/A/NBP/2006,2006-06-14,3.1936,-0.24
114/A/NBP/2006,2006-06-13,3.2012,1.45
113/A/NBP/2006,2006-06-12,3.1553,0.98
112/A/NBP/2006,2006-06-09,3.1248,0.84
111/A/NBP/2006,2006-06-08,3.0989,0.56
110/A/NBP/2006,2006-06-07,3.0817,0.32
109/A/NBP/2006,2006-06-06,3.072,0.78
108/A/NBP/2006,2006-06-05,3.0482,-0.47
107/A/NBP/2006,2006-06-02,3.0627,-0.67
106/A/NBP/2006,2006-06-01,3.0833,0.53
105/A/NBP/2006,2006-05-31,3.0671,0.14
104/A/NBP/2006,2006-05-30,3.0628,-0.39
103/A/NBP/2006,2006-05-29,3.0747,0.34
102/A/NBP/2006,2006-05-26,3.0642,-0.67
101/A/NBP/2006,2006-05-25,3.085,0.03
100/A/NBP/2006,2006-05-24,3.0842,0
99/A/NBP/2006,2006-05-23,3.0841,-0.59
98/A/NBP/2006,2006-05-22,3.1023,0.63
97/A/NBP/2006,2006-05-19,3.0828,-0.15
96/A/NBP/2006,2006-05-18,3.0875,2.78
95/A/NBP/2006,2006-05-17,3.0039,-1.96
94/A/NBP/2006,2006-05-16,3.064,0.1
93/A/NBP/2006,2006-05-15,3.0608,1.99
92/A/NBP/2006,2006-05-12,3.0012,-0.16
91/A/NBP/2006,2006-05-11,3.006,-0.15
90/A/NBP/2006,2006-05-10,3.0104,-0.18
89/A/NBP/2006,2006-05-09,3.0157,0.76
88/A/NBP/2006,2006-05-08,2.9929,-0.66
87/A/NBP/2006,2006-05-05,3.0129,-0.91
86/A/NBP/2006,2006-05-04,3.0406,-0.54
85/A/NBP/2006,2006-05-02,3.0571,-0.88
84/A/NBP/2006,2006-04-28,3.0841,-0.79
83/A/NBP/2006,2006-04-27,3.1086,-0.79
82/A/NBP/2006,2006-04-26,3.1334,0.52
81/A/NBP/2006,2006-04-25,3.1172,-0.15
80/A/NBP/2006,2006-04-24,3.1218,-1.02
79/A/NBP/2006,2006-04-21,3.1541,0.04
78/A/NBP/2006,2006-04-20,3.1528,-0.12
77/A/NBP/2006,2006-04-19,3.1567,-1.57
76/A/NBP/2006,2006-04-18,3.2071,-1.32
75/A/NBP/2006,2006-04-14,3.2499,0.07
74/A/NBP/2006,2006-04-13,3.2477,0.69
73/A/NBP/2006,2006-04-12,3.2255,-0.99
72/A/NBP/2006,2006-04-11,3.2576,-0.25
71/A/NBP/2006,2006-04-10,3.2659,0.36
70/A/NBP/2006,2006-04-07,3.2543,0.48
69/A/NBP/2006,2006-04-06,3.2389,-0.09
68/A/NBP/2006,2006-04-05,3.2418,0
67/A/NBP/2006,2006-04-04,3.2417,-0.37
66/A/NBP/2006,2006-04-03,3.2538,0.14
65/A/NBP/2006,2006-03-31,3.2491,-0.37
64/A/NBP/2006,2006-03-30,3.2611,-1.2
63/A/NBP/2006,2006-03-29,3.3008,1
62/A/NBP/2006,2006-03-28,3.268,1.07
61/A/NBP/2006,2006-03-27,3.2335,-0.86
60/A/NBP/2006,2006-03-24,3.2617,1.08
59/A/NBP/2006,2006-03-23,3.2269,-0.58
58/A/NBP/2006,2006-03-22,3.2458,1.08
57/A/NBP/2006,2006-03-21,3.211,0.63
56/A/NBP/2006,2006-03-20,3.1909,1.46
55/A/NBP/2006,2006-03-17,3.145,-2.08
54/A/NBP/2006,2006-03-16,3.2118,-0.49
53/A/NBP/2006,2006-03-15,3.2277,-1.89
52/A/NBP/2006,2006-03-14,3.29,0.76
51/A/NBP/2006,2006-03-13,3.2652,0.03
50/A/NBP/2006,2006-03-10,3.2643,0.51
49/A/NBP/2006,2006-03-09,3.2478,0.08
48/A/NBP/2006,2006-03-08,3.2453,0.33
47/A/NBP/2006,2006-03-07,3.2347,2.17
46/A/NBP/2006,2006-03-06,3.166,-0.03
45/A/NBP/2006,2006-03-03,3.167,0.28
44/A/NBP/2006,2006-03-02,3.158,-0.15
43/A/NBP/2006,2006-03-01,3.1627,-0.44
42/A/NBP/2006,2006-02-28,3.1768,-0.11
41/A/NBP/2006,2006-02-27,3.1803,-0.01
40/A/NBP/2006,2006-02-24,3.1807,0.29
39/A/NBP/2006,2006-02-23,3.1715,-0.86
38/A/NBP/2006,2006-02-22,3.1991,0.91
37/A/NBP/2006,2006-02-21,3.1701,0.78
36/A/NBP/2006,2006-02-20,3.1456,-0.67
35/A/NBP/2006,2006-02-17,3.1669,-0.1
34/A/NBP/2006,2006-02-16,3.17,-0.21
33/A/NBP/2006,2006-02-15,3.1768,-0.31
32/A/NBP/2006,2006-02-14,3.1868,-0.08
31/A/NBP/2006,2006-02-13,3.1893,0.81
30/A/NBP/2006,2006-02-10,3.1638,-0.81
29/A/NBP/2006,2006-02-09,3.1896,-0.17
28/A/NBP/2006,2006-02-08,3.1949,0.34
27/A/NBP/2006,2006-02-07,3.1842,0.01
26/A/NBP/2006,2006-02-06,3.1838,0.37
25/A/NBP/2006,2006-02-03,3.172,0
24/A/NBP/2006,2006-02-02,3.172,0.99
23/A/NBP/2006,2006-02-01,3.1409,0
